genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_001JPDF	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPDF
PP_001JPFB	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPFB
PP_001JPJ4	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPJ4
PP_001JPK2	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPK2
PP_001JPUJ	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPUJ
PP_001JPYA	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPYA
PP_001JPZ8	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JPZ8
PP_001JQ06	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JQ06
PP_001JQ14	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JQ14
PP_001JQ22	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JQ22
PP_001JQ30	A.D	A.D.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JQ30
PP_001JQ4Y	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JQ4Y
PP_001KBWQ	A.D	A.D + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KBWQ
PP_001KD1D	A.D	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KD1D
PP_001MFPW	A.D	A.D.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MFPW
PP_001MG8S	A.D	A.D + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MG8S
PP_001P9YE	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001P9YE
PP_001U19R	A.D	A.3 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U19R
PP_001U1AP	A.D	A.3 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U1AP
PP_001U1BM	A.D	A.3 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U1BM
PP_001WAHV	A.D	A.D.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001WAHV
PP_001JD9Z	A.D	A.D.NmC2 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001JD9Z
PP_001KBSY	A.D	A.3.1.1 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KBSY
PP_001KBUU	A.D	A.3.1.1 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KBUU
PP_001KBVS	A.D	A.3.1.1 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KBVS
PP_001KDL8	A.D	A.D.NmC2 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KDL8
PP_001KQ4W	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KQ4W
PP_001MJ14	A.D	A.D.2.2.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MJ14
PP_001MJ9N	A.D	A.D.NmC2 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MJ9N
PP_001MJCG	A.D	A.D + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MJCG
PP_001MJQR	A.D	A.D.2.2.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001MJQR
PP_001KLK3	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KLK3
PP_001M52F	A.D	A.D.2.2.NmC1 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001M52F
PP_001LURF	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LURF
PP_001KLQT	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KLQT
PP_001KLXD	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KLXD
PP_001T0L5	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001T0L5
PP_001KLZ9	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KLZ9
PP_001KM07	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KM07
PP_001T0N1	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001T0N1
PP_001T0PZ	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001T0PZ
PP_001M40L	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001M40L
PP_001TAJZ	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001TAJZ
PP_001KNH5	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KNH5
PP_001KNJ3	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001KNJ3
PP_001TAKX	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001TAKX
PP_001PZGP	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001PZGP
PP_001M6CU	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001M6CU
PP_001M43E	A.D	A.D.2.2.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001M43E
PP_001GNL6	A.D	A.D + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001GNL6
PP_001PZS2	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001PZS2
PP_001LF51	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LF51
PP_001LFRU	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LFRU
PP_001LGCL	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LGCL
PP_001LPKY	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LPKY
PP_001LHBM	A.D	A.D.5.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LHBM
PP_001LPZ4	A.D	A.D.5.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LPZ4
PP_001LHDH	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LHDH
PP_001LQY5	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LQY5
PP_001LJ32	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LJ32
PP_001LJBL	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LJBL
PP_001LK8R	A.D	A.D + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LK8R
PP_001LL7S	A.D	A.D.5.NmC1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LL7S
PP_001LQNR	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LQNR
PP_0031MRR	A.D	A.3.1.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_0031MRR
PP_001LJVH	A.D	A.D + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LJVH
PP_001LLG8	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LLG8
PP_001LLK1	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LLK1
PP_001LMUG	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LMUG
PP_001LNF8	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LNF8
PP_001GP44	A.D	A.D.2.2.NmC1 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001GP44
PP_001LP03	A.D	A.D.2.1 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001LP03
PP_001TB6P	A.D	A.D.5 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001TB6P
PP_001SY3A	A.D	A.D.5 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001SY3A
PP_001SZ8Z	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001SZ8Z
PP_001SZ55	A.D	A.D.5.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001SZ55
PP_001SZUS	A.D	A.D.3.6 + A.D.NmC1 + A.D.3.6	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001SZUS
PP_001SZVQ	A.D	A.D.5 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001SZVQ
PP_001UA5Q	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UA5Q
PP_001UA8J	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UA8J
PP_001UAAE	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAAE
PP_001U9VA	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U9VA
PP_001U9W8	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U9W8
PP_001UABC	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UABC
PP_001UAD8	A.D	A.D + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAD8
PP_001U9RJ	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U9RJ
PP_001UASF	A.D	A.D.5 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UASF
PP_001UB1X	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UB1X
PP_001UB2V	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UB2V
PP_001UB3T	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UB3T
PP_001UAV9	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAV9
PP_001U9X6	A.D	A.D.5.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001U9X6
PP_001UAQK	A.D	A.D.5.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAQK
PP_001UARH	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UARH
PP_001UAJX	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAJX
PP_001UA1Y	A.D	A.D.5 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UA1Y
PP_001UAMR	A.D	A.D.5 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001UAMR
PP_001X5V8	A.D	A.D.5.NmC1 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_6_A.D_PP_001X5V8
PP_001H9B1	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001H9B1
PP_001HAEU	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HAEU
PP_001DRFL	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001DRFL
PP_001HB2H	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HB2H
PP_001H92K	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001H92K
PP_001DRGJ	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001DRGJ
PP_001HB77	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HB77
PP_001HBGP	A.D.2.2	A.D.2.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HBGP
PP_001H94F	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001H94F
PP_001HBNA	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HBNA
PP_001H93H	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001H93H
PP_001HBXS	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HBXS
PP_001HC92	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HC92
PP_001HCBY	A.D.2.2	A.D.2.2.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HCBY
PP_001L2R7	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001L2R7
PP_001FY5V	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001FY5V
PP_001FY6T	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001FY6T
PP_001FY7R	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001FY7R
PP_001FY8P	A.D.2.2	A.D.NmC2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001FY8P
PP_001HRUJ	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001HRUJ
PP_001J34K	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001J34K
PP_001MHK2	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001MHK2
PP_001J9R4	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001J9R4
PP_001TW72	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001TW72
PP_001TW56	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001TW56
PP_001M2YR	A.D.2.2	A.D.3.6 + A.D.3.6	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001M2YR
PP_001TW64	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001TW64
PP_001TW80	A.D.2.2	A.D.NmC2 + A.D.3.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001TW80
PP_0018C05	A.D.2.2	A.D.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018C05
PP_0018C13	A.D.2.2	A.D.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018C13
PP_0018C21	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018C21
PP_0018C9M	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018C9M
PP_0018CCF	A.D.2.2	A.D.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018CCF
PP_0018WGP	A.D.2.2	A.D.2.2 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0018WGP
PP_00191TT	A.D.2.2	A.D.2.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_00191TT
PP_00191VP	A.D.2.2	A.D.2.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_00191VP
PP_00191WM	A.D.2.2	A.D.2.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_00191WM
PP_0019N0T	A.D.2.2	A.D.2.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0019N0T
PP_0019P98	A.D.2.2	A.D.2 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_0019P98
PP_001CK96	A.D.2.2	A.D.2.2 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_7_A.D.2.2_PP_001CK96
PP_001A4QU	A.D.4.NmC3	A.D.2.2.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A4QU
PP_001A2ZC	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A2ZC
PP_001A30A	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A30A
PP_001A318	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A318
PP_001CP4C	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001CP4C
PP_001A326	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A326
PP_001A334	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A334
PP_001H5YW	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001H5YW
PP_001A342	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A342
PP_001A350	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A350
PP_001B97N	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B97N
PP_001B8F7	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8F7
PP_001A36Y	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001A36Y
PP_001B8H2	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8H2
PP_001B48R	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B48R
PP_001B8LW	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8LW
PP_001B28T	A.D.4.NmC3	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B28T
PP_001B8MU	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8MU
PP_001B8NS	A.D.4.NmC3	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8NS
PP_001B29R	A.D.4.NmC3	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B29R
PP_001B8PQ	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8PQ
PP_001B8RL	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8RL
PP_001B8UE	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8UE
PP_001B8VC	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8VC
PP_001L63E	A.D.4.NmC3	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001L63E
PP_001B9BE	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B9BE
PP_001B8X8	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8X8
PP_001B8Z4	A.D.4.NmC3	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_8_A.D.4.NmC3_PP_001B8Z4
